time,nph_area
2008-03-01T00:00:00Z,7.026295
2008-04-01T00:00:00Z,6.6835604
2008-05-01T00:00:00Z,5.7308855
2008-06-01T00:00:00Z,5.7749143
2008-07-01T00:00:00Z,4.2243505
2008-08-01T00:00:00Z,3.8409247
2008-09-01T00:00:00Z,1.4527847
2008-10-01T00:00:00Z,5.2550435
2008-11-01T00:00:00Z,4.792021
2008-12-01T00:00:00Z,5.50989
2009-01-01T00:00:00Z,4.949111
2009-02-01T00:00:00Z,5.5068107
2009-03-01T00:00:00Z,6.853405
2009-04-01T00:00:00Z,6.7740536
2009-05-01T00:00:00Z,2.3759167
2009-06-01T00:00:00Z,3.989672
2009-07-01T00:00:00Z,4.98984
2009-08-01T00:00:00Z,4.213876
2009-09-01T00:00:00Z,2.2213159
2009-10-01T00:00:00Z,0.87100464
2009-11-01T00:00:00Z,4.1391473
2009-12-01T00:00:00Z,0.043504022
2010-01-01T00:00:00Z,0.044642385
2010-02-01T00:00:00Z,0.1548185
2010-03-01T00:00:00Z,4.9347897
2010-04-01T00:00:00Z,5.1274037
2010-05-01T00:00:00Z,6.7210894
2010-06-01T00:00:00Z,7.0595818
2010-07-01T00:00:00Z,5.07429
2010-08-01T00:00:00Z,5.20143
2010-09-01T00:00:00Z,1.5167797
2010-10-01T00:00:00Z,3.9406729
2010-11-01T00:00:00Z,6.247711
2010-12-01T00:00:00Z,0.069333404
2011-01-01T00:00:00Z,2.8467655
2011-02-01T00:00:00Z,5.7693996
2011-03-01T00:00:00Z,4.810162
2011-04-01T00:00:00Z,6.7031927
2011-05-01T00:00:00Z,6.7849417
2011-06-01T00:00:00Z,5.8084974
2011-07-01T00:00:00Z,4.988765
2011-08-01T00:00:00Z,5.027884
2011-09-01T00:00:00Z,2.1743474
2011-10-01T00:00:00Z,4.272124
2011-11-01T00:00:00Z,6.093723
2011-12-01T00:00:00Z,6.3351645
2012-01-01T00:00:00Z,3.5809178
2012-02-01T00:00:00Z,5.2308702
2012-03-01T00:00:00Z,4.7291512
2012-04-01T00:00:00Z,5.3546987
2012-05-01T00:00:00Z,6.543813
2012-06-01T00:00:00Z,5.7569256
2012-07-01T00:00:00Z,5.5488825
2012-08-01T00:00:00Z,4.815061
2012-09-01T00:00:00Z,5.151788
2012-10-01T00:00:00Z,0.5928897
2012-11-01T00:00:00Z,1.6774818
2012-12-01T00:00:00Z,4.5953016
2013-01-01T00:00:00Z,4.5130396
2013-02-01T00:00:00Z,7.0935826
2013-03-01T00:00:00Z,2.9128103
2013-04-01T00:00:00Z,4.7829304
2013-05-01T00:00:00Z,5.237369
2013-06-01T00:00:00Z,5.11809
2013-07-01T00:00:00Z,4.4782457
2013-08-01T00:00:00Z,2.544645
2013-09-01T00:00:00Z,2.3128908
2013-10-01T00:00:00Z,2.8135786
2013-11-01T00:00:00Z,0.4921641
2013-12-01T00:00:00Z,4.4778028
2014-01-01T00:00:00Z,1.6577401
2014-02-01T00:00:00Z,0.13951491
2014-03-01T00:00:00Z,1.5204836
2014-04-01T00:00:00Z,5.273005
2014-05-01T00:00:00Z,4.328003
2014-06-01T00:00:00Z,4.922802
2014-07-01T00:00:00Z,4.729219
2014-08-01T00:00:00Z,3.491258
2014-09-01T00:00:00Z,0.10808215
2014-10-01T00:00:00Z,0.07482002
2014-11-01T00:00:00Z,0.2986708
2014-12-01T00:00:00Z,0.08690242
2015-01-01T00:00:00Z,1.1803563
2015-02-01T00:00:00Z,0.021286633
2015-03-01T00:00:00Z,3.56444
2015-04-01T00:00:00Z,6.390118
2015-05-01T00:00:00Z,5.084904
2015-06-01T00:00:00Z,3.0375152
2015-07-01T00:00:00Z,1.4528397
2015-08-01T00:00:00Z,1.5598092
2015-09-01T00:00:00Z,4.106767
2015-10-01T00:00:00Z,0.07214374
2015-11-01T00:00:00Z,5.5591717
2015-12-01T00:00:00Z,0.05321658
2016-01-01T00:00:00Z,0.0
2016-02-01T00:00:00Z,1.3826602
2016-03-01T00:00:00Z,1.3833051
2016-04-01T00:00:00Z,5.0061436
2016-05-01T00:00:00Z,0.5976297
2016-06-01T00:00:00Z,4.9149666
2016-07-01T00:00:00Z,5.0153003
2016-08-01T00:00:00Z,1.5574659
2016-09-01T00:00:00Z,0.0
2016-10-01T00:00:00Z,1.0467485
2016-11-01T00:00:00Z,3.473887
2016-12-01T00:00:00Z,5.0901833
2017-01-01T00:00:00Z,0.72384685
2017-02-01T00:00:00Z,0.04436867
2017-03-01T00:00:00Z,3.1977262
2017-04-01T00:00:00Z,2.612946
2017-05-01T00:00:00Z,0.02037748
2017-06-01T00:00:00Z,4.158593
2017-07-01T00:00:00Z,0.049837463
2017-08-01T00:00:00Z,4.013272
2017-09-01T00:00:00Z,1.6294459
2017-10-01T00:00:00Z,3.8227007
2017-11-01T00:00:00Z,0.18215345
2017-12-01T00:00:00Z,1.598086
2018-01-01T00:00:00Z,1.8829968
2018-02-01T00:00:00Z,0.90387094
2018-03-01T00:00:00Z,1.7283092
2018-04-01T00:00:00Z,0.010534469
2018-05-01T00:00:00Z,0.010422405
2018-06-01T00:00:00Z,5.223222
2018-07-01T00:00:00Z,6.558224
2018-08-01T00:00:00Z,4.431839
2018-09-01T00:00:00Z,2.7946396
2018-10-01T00:00:00Z,0.9715145
2018-11-01T00:00:00Z,2.2640517
2018-12-01T00:00:00Z,0.052998886
2019-01-01T00:00:00Z,0.0109502785
2019-02-01T00:00:00Z,2.6857903
2019-03-01T00:00:00Z,0.043401692
2019-04-01T00:00:00Z,5.656623
2019-05-01T00:00:00Z,3.2587285
2019-06-01T00:00:00Z,4.709912
2019-07-01T00:00:00Z,5.3846107
2019-08-01T00:00:00Z,1.2723873
2019-09-01T00:00:00Z,3.7708728
2019-10-01T00:00:00Z,3.0718045
2019-11-01T00:00:00Z,0.081737325
2019-12-01T00:00:00Z,0.1576744
2020-01-01T00:00:00Z,5.223291
2020-02-01T00:00:00Z,6.3897557
2020-03-01T00:00:00Z,6.871704
2020-04-01T00:00:00Z,4.710316
2020-05-01T00:00:00Z,3.9503183
2020-06-01T00:00:00Z,5.771729
2020-07-01T00:00:00Z,4.9715695
2020-08-01T00:00:00Z,4.161644
2020-09-01T00:00:00Z,0.31430826
2020-10-01T00:00:00Z,2.4627478
2020-11-01T00:00:00Z,5.8125997
2020-12-01T00:00:00Z,4.2227077
2021-01-01T00:00:00Z,0.06469817
2021-02-01T00:00:00Z,0.07058885
2021-03-01T00:00:00Z,7.229694
2021-04-01T00:00:00Z,5.070625
