time,location,dissolved_oxygen
1992-04-01T00:00:00Z,CalCOFI 80.80,3.66
1992-05-01T00:00:00Z,CalCOFI 80.80,NaN
1992-06-01T00:00:00Z,CalCOFI 80.80,NaN
1992-07-01T00:00:00Z,CalCOFI 80.80,4.3
1992-08-01T00:00:00Z,CalCOFI 80.80,NaN
1992-09-01T00:00:00Z,CalCOFI 80.80,NaN
1992-10-01T00:00:00Z,CalCOFI 80.80,4.87
1992-11-01T00:00:00Z,CalCOFI 80.80,NaN
1992-12-01T00:00:00Z,CalCOFI 80.80,NaN
1993-01-01T00:00:00Z,CalCOFI 80.80,3.47
1993-02-01T00:00:00Z,CalCOFI 80.80,NaN
1993-03-01T00:00:00Z,CalCOFI 80.80,NaN
1993-04-01T00:00:00Z,CalCOFI 80.80,3.91
1993-05-01T00:00:00Z,CalCOFI 80.80,NaN
1993-06-01T00:00:00Z,CalCOFI 80.80,NaN
1993-07-01T00:00:00Z,CalCOFI 80.80,NaN
1993-08-01T00:00:00Z,CalCOFI 80.80,3.02
1993-09-01T00:00:00Z,CalCOFI 80.80,NaN
1993-10-01T00:00:00Z,CalCOFI 80.80,3.28
1993-11-01T00:00:00Z,CalCOFI 80.80,NaN
1993-12-01T00:00:00Z,CalCOFI 80.80,NaN
1994-01-01T00:00:00Z,CalCOFI 80.80,NaN
1994-02-01T00:00:00Z,CalCOFI 80.80,3.02
1994-03-01T00:00:00Z,CalCOFI 80.80,NaN
1994-04-01T00:00:00Z,CalCOFI 80.80,3.25
1994-05-01T00:00:00Z,CalCOFI 80.80,NaN
1994-06-01T00:00:00Z,CalCOFI 80.80,NaN
1994-07-01T00:00:00Z,CalCOFI 80.80,NaN
1994-08-01T00:00:00Z,CalCOFI 80.80,4.2
1994-09-01T00:00:00Z,CalCOFI 80.80,NaN
1994-10-01T00:00:00Z,CalCOFI 80.80,4.2
1994-11-01T00:00:00Z,CalCOFI 80.80,NaN
1994-12-01T00:00:00Z,CalCOFI 80.80,NaN
1995-01-01T00:00:00Z,CalCOFI 80.80,4.54
1995-02-01T00:00:00Z,CalCOFI 80.80,NaN
1995-03-01T00:00:00Z,CalCOFI 80.80,NaN
1995-04-01T00:00:00Z,CalCOFI 80.80,NaN
1995-05-01T00:00:00Z,CalCOFI 80.80,NaN
1995-06-01T00:00:00Z,CalCOFI 80.80,NaN
1995-07-01T00:00:00Z,CalCOFI 80.80,3.58
1995-08-01T00:00:00Z,CalCOFI 80.80,NaN
1995-09-01T00:00:00Z,CalCOFI 80.80,NaN
1995-10-01T00:00:00Z,CalCOFI 80.80,3.71
1995-11-01T00:00:00Z,CalCOFI 80.80,NaN
1995-12-01T00:00:00Z,CalCOFI 80.80,NaN
1996-01-01T00:00:00Z,CalCOFI 80.80,NaN
1996-02-01T00:00:00Z,CalCOFI 80.80,4.56
1996-03-01T00:00:00Z,CalCOFI 80.80,NaN
1996-04-01T00:00:00Z,CalCOFI 80.80,4.8
1996-05-01T00:00:00Z,CalCOFI 80.80,NaN
1996-06-01T00:00:00Z,CalCOFI 80.80,NaN
1996-07-01T00:00:00Z,CalCOFI 80.80,NaN
1996-08-01T00:00:00Z,CalCOFI 80.80,4.18
1996-09-01T00:00:00Z,CalCOFI 80.80,NaN
1996-10-01T00:00:00Z,CalCOFI 80.80,3.94
1996-11-01T00:00:00Z,CalCOFI 80.80,NaN
1996-12-01T00:00:00Z,CalCOFI 80.80,NaN
1997-01-01T00:00:00Z,CalCOFI 80.80,NaN
1997-02-01T00:00:00Z,CalCOFI 80.80,2.83
1997-03-01T00:00:00Z,CalCOFI 80.80,NaN
1997-04-01T00:00:00Z,CalCOFI 80.80,5.21
1997-05-01T00:00:00Z,CalCOFI 80.80,NaN
1997-06-01T00:00:00Z,CalCOFI 80.80,NaN
1997-07-01T00:00:00Z,CalCOFI 80.80,3.5
1997-08-01T00:00:00Z,CalCOFI 80.80,NaN
1997-09-01T00:00:00Z,CalCOFI 80.80,NaN
1997-10-01T00:00:00Z,CalCOFI 80.80,4.05
1997-11-01T00:00:00Z,CalCOFI 80.80,NaN
1997-12-01T00:00:00Z,CalCOFI 80.80,NaN
1998-01-01T00:00:00Z,CalCOFI 80.80,NaN
1998-02-01T00:00:00Z,CalCOFI 80.80,3.67
1998-03-01T00:00:00Z,CalCOFI 80.80,NaN
1998-04-01T00:00:00Z,CalCOFI 80.80,4.07
1998-05-01T00:00:00Z,CalCOFI 80.80,NaN
1998-06-01T00:00:00Z,CalCOFI 80.80,NaN
1998-07-01T00:00:00Z,CalCOFI 80.80,4.55
1998-08-01T00:00:00Z,CalCOFI 80.80,NaN
1998-09-01T00:00:00Z,CalCOFI 80.80,2.14
1998-10-01T00:00:00Z,CalCOFI 80.80,NaN
1998-11-01T00:00:00Z,CalCOFI 80.80,NaN
1998-12-01T00:00:00Z,CalCOFI 80.80,NaN
1999-01-01T00:00:00Z,CalCOFI 80.80,2.59
1999-02-01T00:00:00Z,CalCOFI 80.80,NaN
1999-03-01T00:00:00Z,CalCOFI 80.80,NaN
1999-04-01T00:00:00Z,CalCOFI 80.80,2.38
1999-05-01T00:00:00Z,CalCOFI 80.80,NaN
1999-06-01T00:00:00Z,CalCOFI 80.80,NaN
1999-07-01T00:00:00Z,CalCOFI 80.80,NaN
1999-08-01T00:00:00Z,CalCOFI 80.80,2.75
1999-09-01T00:00:00Z,CalCOFI 80.80,NaN
1999-10-01T00:00:00Z,CalCOFI 80.80,2.67
1999-11-01T00:00:00Z,CalCOFI 80.80,NaN
1999-12-01T00:00:00Z,CalCOFI 80.80,NaN
2000-01-01T00:00:00Z,CalCOFI 80.80,2.77
2000-02-01T00:00:00Z,CalCOFI 80.80,NaN
2000-03-01T00:00:00Z,CalCOFI 80.80,NaN
2000-04-01T00:00:00Z,CalCOFI 80.80,3.28
2000-05-01T00:00:00Z,CalCOFI 80.80,NaN
2000-06-01T00:00:00Z,CalCOFI 80.80,NaN
2000-07-01T00:00:00Z,CalCOFI 80.80,3.89
2000-08-01T00:00:00Z,CalCOFI 80.80,NaN
2000-09-01T00:00:00Z,CalCOFI 80.80,NaN
2000-10-01T00:00:00Z,CalCOFI 80.80,2.38
2000-11-01T00:00:00Z,CalCOFI 80.80,NaN
2000-12-01T00:00:00Z,CalCOFI 80.80,NaN
2001-01-01T00:00:00Z,CalCOFI 80.80,3.52
2001-02-01T00:00:00Z,CalCOFI 80.80,NaN
2001-03-01T00:00:00Z,CalCOFI 80.80,NaN
2001-04-01T00:00:00Z,CalCOFI 80.80,3.6
2001-05-01T00:00:00Z,CalCOFI 80.80,NaN
2001-06-01T00:00:00Z,CalCOFI 80.80,NaN
2001-07-01T00:00:00Z,CalCOFI 80.80,2.86
2001-08-01T00:00:00Z,CalCOFI 80.80,NaN
2001-09-01T00:00:00Z,CalCOFI 80.80,NaN
2001-10-01T00:00:00Z,CalCOFI 80.80,NaN
2001-11-01T00:00:00Z,CalCOFI 80.80,3.01
2001-12-01T00:00:00Z,CalCOFI 80.80,NaN
2002-01-01T00:00:00Z,CalCOFI 80.80,NaN
2002-02-01T00:00:00Z,CalCOFI 80.80,4.43
2002-03-01T00:00:00Z,CalCOFI 80.80,NaN
2002-04-01T00:00:00Z,CalCOFI 80.80,3.31
2002-05-01T00:00:00Z,CalCOFI 80.80,NaN
2002-06-01T00:00:00Z,CalCOFI 80.80,NaN
2002-07-01T00:00:00Z,CalCOFI 80.80,3.59
2002-08-01T00:00:00Z,CalCOFI 80.80,NaN
2002-09-01T00:00:00Z,CalCOFI 80.80,NaN
2002-10-01T00:00:00Z,CalCOFI 80.80,NaN
2002-11-01T00:00:00Z,CalCOFI 80.80,2.89
2002-12-01T00:00:00Z,CalCOFI 80.80,NaN
2003-01-01T00:00:00Z,CalCOFI 80.80,NaN
2003-02-01T00:00:00Z,CalCOFI 80.80,3.74
2003-03-01T00:00:00Z,CalCOFI 80.80,NaN
2003-04-01T00:00:00Z,CalCOFI 80.80,3.1
2003-05-01T00:00:00Z,CalCOFI 80.80,NaN
2003-06-01T00:00:00Z,CalCOFI 80.80,NaN
2003-07-01T00:00:00Z,CalCOFI 80.80,2.13
2003-08-01T00:00:00Z,CalCOFI 80.80,NaN
2003-09-01T00:00:00Z,CalCOFI 80.80,NaN
2003-10-01T00:00:00Z,CalCOFI 80.80,NaN
2003-11-01T00:00:00Z,CalCOFI 80.80,2.32
2003-12-01T00:00:00Z,CalCOFI 80.80,NaN
2004-01-01T00:00:00Z,CalCOFI 80.80,2.42
2004-02-01T00:00:00Z,CalCOFI 80.80,NaN
2004-03-01T00:00:00Z,CalCOFI 80.80,NaN
2004-04-01T00:00:00Z,CalCOFI 80.80,2.89
2004-05-01T00:00:00Z,CalCOFI 80.80,NaN
2004-06-01T00:00:00Z,CalCOFI 80.80,NaN
2004-07-01T00:00:00Z,CalCOFI 80.80,2.44
2004-08-01T00:00:00Z,CalCOFI 80.80,NaN
2004-09-01T00:00:00Z,CalCOFI 80.80,NaN
2004-10-01T00:00:00Z,CalCOFI 80.80,NaN
2004-11-01T00:00:00Z,CalCOFI 80.80,3.11
2004-12-01T00:00:00Z,CalCOFI 80.80,NaN
2005-01-01T00:00:00Z,CalCOFI 80.80,2.06
2005-02-01T00:00:00Z,CalCOFI 80.80,NaN
2005-03-01T00:00:00Z,CalCOFI 80.80,NaN
2005-04-01T00:00:00Z,CalCOFI 80.80,2.91
2005-05-01T00:00:00Z,CalCOFI 80.80,NaN
2005-06-01T00:00:00Z,CalCOFI 80.80,NaN
2005-07-01T00:00:00Z,CalCOFI 80.80,3.97
2005-08-01T00:00:00Z,CalCOFI 80.80,NaN
2005-09-01T00:00:00Z,CalCOFI 80.80,NaN
2005-10-01T00:00:00Z,CalCOFI 80.80,NaN
2005-11-01T00:00:00Z,CalCOFI 80.80,3.0
2005-12-01T00:00:00Z,CalCOFI 80.80,NaN
2006-01-01T00:00:00Z,CalCOFI 80.80,NaN
2006-02-01T00:00:00Z,CalCOFI 80.80,4.16
2006-03-01T00:00:00Z,CalCOFI 80.80,NaN
2006-04-01T00:00:00Z,CalCOFI 80.80,4.23
2006-05-01T00:00:00Z,CalCOFI 80.80,NaN
2006-06-01T00:00:00Z,CalCOFI 80.80,NaN
2006-07-01T00:00:00Z,CalCOFI 80.80,3.18
2006-08-01T00:00:00Z,CalCOFI 80.80,NaN
2006-09-01T00:00:00Z,CalCOFI 80.80,NaN
2006-10-01T00:00:00Z,CalCOFI 80.80,NaN
2006-11-01T00:00:00Z,CalCOFI 80.80,3.15
2006-12-01T00:00:00Z,CalCOFI 80.80,NaN
2007-01-01T00:00:00Z,CalCOFI 80.80,2.21
2007-02-01T00:00:00Z,CalCOFI 80.80,NaN
2007-03-01T00:00:00Z,CalCOFI 80.80,NaN
2007-04-01T00:00:00Z,CalCOFI 80.80,3.55
2007-05-01T00:00:00Z,CalCOFI 80.80,NaN
2007-06-01T00:00:00Z,CalCOFI 80.80,NaN
2007-07-01T00:00:00Z,CalCOFI 80.80,3.6
2007-08-01T00:00:00Z,CalCOFI 80.80,NaN
2007-09-01T00:00:00Z,CalCOFI 80.80,NaN
2007-10-01T00:00:00Z,CalCOFI 80.80,NaN
2007-11-01T00:00:00Z,CalCOFI 80.80,3.49
2007-12-01T00:00:00Z,CalCOFI 80.80,NaN
2008-01-01T00:00:00Z,CalCOFI 80.80,3.3
2008-02-01T00:00:00Z,CalCOFI 80.80,NaN
2008-03-01T00:00:00Z,CalCOFI 80.80,NaN
2008-04-01T00:00:00Z,CalCOFI 80.80,4.87
2008-05-01T00:00:00Z,CalCOFI 80.80,NaN
2008-06-01T00:00:00Z,CalCOFI 80.80,NaN
2008-07-01T00:00:00Z,CalCOFI 80.80,NaN
2008-08-01T00:00:00Z,CalCOFI 80.80,2.92
2008-09-01T00:00:00Z,CalCOFI 80.80,NaN
2008-10-01T00:00:00Z,CalCOFI 80.80,2.4
2008-11-01T00:00:00Z,CalCOFI 80.80,NaN
2008-12-01T00:00:00Z,CalCOFI 80.80,NaN
2009-01-01T00:00:00Z,CalCOFI 80.80,3.35
2009-02-01T00:00:00Z,CalCOFI 80.80,NaN
2009-03-01T00:00:00Z,CalCOFI 80.80,4.67
2009-04-01T00:00:00Z,CalCOFI 80.80,NaN
2009-05-01T00:00:00Z,CalCOFI 80.80,NaN
2009-06-01T00:00:00Z,CalCOFI 80.80,NaN
2009-07-01T00:00:00Z,CalCOFI 80.80,3.59
2009-08-01T00:00:00Z,CalCOFI 80.80,NaN
2009-09-01T00:00:00Z,CalCOFI 80.80,NaN
2009-10-01T00:00:00Z,CalCOFI 80.80,NaN
2009-11-01T00:00:00Z,CalCOFI 80.80,3.83
2009-12-01T00:00:00Z,CalCOFI 80.80,NaN
2010-01-01T00:00:00Z,CalCOFI 80.80,2.67
2010-02-01T00:00:00Z,CalCOFI 80.80,NaN
2010-03-01T00:00:00Z,CalCOFI 80.80,NaN
2010-04-01T00:00:00Z,CalCOFI 80.80,NaN
2010-05-01T00:00:00Z,CalCOFI 80.80,3.86
2010-06-01T00:00:00Z,CalCOFI 80.80,NaN
2010-07-01T00:00:00Z,CalCOFI 80.80,NaN
2010-08-01T00:00:00Z,CalCOFI 80.80,3.19
2010-09-01T00:00:00Z,CalCOFI 80.80,NaN
2010-10-01T00:00:00Z,CalCOFI 80.80,NaN
2010-11-01T00:00:00Z,CalCOFI 80.80,2.44
2010-12-01T00:00:00Z,CalCOFI 80.80,NaN
2011-01-01T00:00:00Z,CalCOFI 80.80,2.75
2011-02-01T00:00:00Z,CalCOFI 80.80,NaN
2011-03-01T00:00:00Z,CalCOFI 80.80,NaN
2011-04-01T00:00:00Z,CalCOFI 80.80,3.41
2011-05-01T00:00:00Z,CalCOFI 80.80,NaN
2011-06-01T00:00:00Z,CalCOFI 80.80,NaN
2011-07-01T00:00:00Z,CalCOFI 80.80,NaN
2011-08-01T00:00:00Z,CalCOFI 80.80,3.57
2011-09-01T00:00:00Z,CalCOFI 80.80,NaN
2011-10-01T00:00:00Z,CalCOFI 80.80,2.98
2011-11-01T00:00:00Z,CalCOFI 80.80,NaN
2011-12-01T00:00:00Z,CalCOFI 80.80,NaN
2012-01-01T00:00:00Z,CalCOFI 80.80,NaN
2012-02-01T00:00:00Z,CalCOFI 80.80,2.73
2012-03-01T00:00:00Z,CalCOFI 80.80,NaN
2012-04-01T00:00:00Z,CalCOFI 80.80,3.77
2012-05-01T00:00:00Z,CalCOFI 80.80,NaN
2012-06-01T00:00:00Z,CalCOFI 80.80,NaN
2012-07-01T00:00:00Z,CalCOFI 80.80,3.37
2012-08-01T00:00:00Z,CalCOFI 80.80,NaN
2012-09-01T00:00:00Z,CalCOFI 80.80,NaN
2012-10-01T00:00:00Z,CalCOFI 80.80,NaN
2012-11-01T00:00:00Z,CalCOFI 80.80,2.95
2012-12-01T00:00:00Z,CalCOFI 80.80,NaN
2013-01-01T00:00:00Z,CalCOFI 80.80,3.35
2013-02-01T00:00:00Z,CalCOFI 80.80,NaN
2013-03-01T00:00:00Z,CalCOFI 80.80,NaN
2013-04-01T00:00:00Z,CalCOFI 80.80,3.45
2013-05-01T00:00:00Z,CalCOFI 80.80,NaN
2013-06-01T00:00:00Z,CalCOFI 80.80,NaN
2013-07-01T00:00:00Z,CalCOFI 80.80,2.23
2013-08-01T00:00:00Z,CalCOFI 80.80,NaN
2013-09-01T00:00:00Z,CalCOFI 80.80,NaN
2013-10-01T00:00:00Z,CalCOFI 80.80,NaN
2013-11-01T00:00:00Z,CalCOFI 80.80,3.2
2013-12-01T00:00:00Z,CalCOFI 80.80,NaN
2014-01-01T00:00:00Z,CalCOFI 80.80,NaN
2014-02-01T00:00:00Z,CalCOFI 80.80,NaN
2014-03-01T00:00:00Z,CalCOFI 80.80,NaN
2014-04-01T00:00:00Z,CalCOFI 80.80,2.59
2014-05-01T00:00:00Z,CalCOFI 80.80,NaN
2014-06-01T00:00:00Z,CalCOFI 80.80,NaN
2014-07-01T00:00:00Z,CalCOFI 80.80,4.22
2014-08-01T00:00:00Z,CalCOFI 80.80,NaN
2014-09-01T00:00:00Z,CalCOFI 80.80,NaN
2014-10-01T00:00:00Z,CalCOFI 80.80,NaN
2014-11-01T00:00:00Z,CalCOFI 80.80,3.4
2014-12-01T00:00:00Z,CalCOFI 80.80,NaN
2015-01-01T00:00:00Z,CalCOFI 80.80,3.19
2015-02-01T00:00:00Z,CalCOFI 80.80,NaN
2015-03-01T00:00:00Z,CalCOFI 80.80,NaN
2015-04-01T00:00:00Z,CalCOFI 80.80,3.05
2015-05-01T00:00:00Z,CalCOFI 80.80,NaN
2015-06-01T00:00:00Z,CalCOFI 80.80,NaN
2015-07-01T00:00:00Z,CalCOFI 80.80,3.85
2015-08-01T00:00:00Z,CalCOFI 80.80,NaN
2015-09-01T00:00:00Z,CalCOFI 80.80,NaN
2015-10-01T00:00:00Z,CalCOFI 80.80,NaN
2015-11-01T00:00:00Z,CalCOFI 80.80,3.03
2015-12-01T00:00:00Z,CalCOFI 80.80,NaN
2016-01-01T00:00:00Z,CalCOFI 80.80,3.65
2016-02-01T00:00:00Z,CalCOFI 80.80,NaN
2016-03-01T00:00:00Z,CalCOFI 80.80,NaN
2016-04-01T00:00:00Z,CalCOFI 80.80,NaN
2016-05-01T00:00:00Z,CalCOFI 80.80,NaN
2016-06-01T00:00:00Z,CalCOFI 80.80,NaN
2016-07-01T00:00:00Z,CalCOFI 80.80,3.92
2016-08-01T00:00:00Z,CalCOFI 80.80,NaN
2016-09-01T00:00:00Z,CalCOFI 80.80,NaN
2016-10-01T00:00:00Z,CalCOFI 80.80,NaN
2016-11-01T00:00:00Z,CalCOFI 80.80,3.35
2016-12-01T00:00:00Z,CalCOFI 80.80,NaN
2017-01-01T00:00:00Z,CalCOFI 80.80,3.83
2017-02-01T00:00:00Z,CalCOFI 80.80,NaN
2017-03-01T00:00:00Z,CalCOFI 80.80,NaN
2017-04-01T00:00:00Z,CalCOFI 80.80,3.76
2017-05-01T00:00:00Z,CalCOFI 80.80,NaN
2017-06-01T00:00:00Z,CalCOFI 80.80,NaN
2017-07-01T00:00:00Z,CalCOFI 80.80,NaN
2017-08-01T00:00:00Z,CalCOFI 80.80,2.77
2017-09-01T00:00:00Z,CalCOFI 80.80,NaN
2017-10-01T00:00:00Z,CalCOFI 80.80,NaN
2017-11-01T00:00:00Z,CalCOFI 80.80,4.3
2017-12-01T00:00:00Z,CalCOFI 80.80,NaN
2018-01-01T00:00:00Z,CalCOFI 80.80,NaN
2018-02-01T00:00:00Z,CalCOFI 80.80,2.73
2018-03-01T00:00:00Z,CalCOFI 80.80,NaN
2018-04-01T00:00:00Z,CalCOFI 80.80,3.0396
2018-05-01T00:00:00Z,CalCOFI 80.80,NaN
2018-06-01T00:00:00Z,CalCOFI 80.80,3.5414
2018-07-01T00:00:00Z,CalCOFI 80.80,NaN
2018-08-01T00:00:00Z,CalCOFI 80.80,NaN
2018-09-01T00:00:00Z,CalCOFI 80.80,NaN
2018-10-01T00:00:00Z,CalCOFI 80.80,4.2869
2018-11-01T00:00:00Z,CalCOFI 80.80,NaN
2018-12-01T00:00:00Z,CalCOFI 80.80,NaN
2019-01-01T00:00:00Z,CalCOFI 80.80,NaN
2019-02-01T00:00:00Z,CalCOFI 80.80,4.7989
2019-03-01T00:00:00Z,CalCOFI 80.80,NaN
2019-04-01T00:00:00Z,CalCOFI 80.80,3.608
2019-05-01T00:00:00Z,CalCOFI 80.80,NaN
2019-06-01T00:00:00Z,CalCOFI 80.80,NaN
2019-07-01T00:00:00Z,CalCOFI 80.80,2.4453
2019-08-01T00:00:00Z,CalCOFI 80.80,NaN
2019-09-01T00:00:00Z,CalCOFI 80.80,NaN
2019-10-01T00:00:00Z,CalCOFI 80.80,NaN
2019-11-01T00:00:00Z,CalCOFI 80.80,2.2044
2019-12-01T00:00:00Z,CalCOFI 80.80,NaN
2020-01-01T00:00:00Z,CalCOFI 80.80,2.5669
2020-02-01T00:00:00Z,CalCOFI 80.80,NaN
2020-03-01T00:00:00Z,CalCOFI 80.80,NaN
2020-04-01T00:00:00Z,CalCOFI 80.80,NaN
2020-05-01T00:00:00Z,CalCOFI 80.80,NaN
2020-06-01T00:00:00Z,CalCOFI 80.80,NaN
2020-07-01T00:00:00Z,CalCOFI 80.80,3.1012
2020-08-01T00:00:00Z,CalCOFI 80.80,NaN
2020-09-01T00:00:00Z,CalCOFI 80.80,NaN
2020-10-01T00:00:00Z,CalCOFI 80.80,NaN
2020-11-01T00:00:00Z,CalCOFI 80.80,NaN
2020-12-01T00:00:00Z,CalCOFI 80.80,NaN
1950-01-01T00:00:00Z,CalCOFI 90.90,NaN
1950-02-01T00:00:00Z,CalCOFI 90.90,4.93
1950-03-01T00:00:00Z,CalCOFI 90.90,5.23
1950-04-01T00:00:00Z,CalCOFI 90.90,4.86
1950-05-01T00:00:00Z,CalCOFI 90.90,5.28
1950-06-01T00:00:00Z,CalCOFI 90.90,4.73
1950-07-01T00:00:00Z,CalCOFI 90.90,5.18
1950-08-01T00:00:00Z,CalCOFI 90.90,4.88
1950-09-01T00:00:00Z,CalCOFI 90.90,4.96
1950-10-01T00:00:00Z,CalCOFI 90.90,NaN
1950-11-01T00:00:00Z,CalCOFI 90.90,NaN
1950-12-01T00:00:00Z,CalCOFI 90.90,NaN
1951-01-01T00:00:00Z,CalCOFI 90.90,4.42
1951-02-01T00:00:00Z,CalCOFI 90.90,5.25
1951-03-01T00:00:00Z,CalCOFI 90.90,4.38
1951-04-01T00:00:00Z,CalCOFI 90.90,3.23
1951-05-01T00:00:00Z,CalCOFI 90.90,3.2
1951-06-01T00:00:00Z,CalCOFI 90.90,NaN
1951-07-01T00:00:00Z,CalCOFI 90.90,NaN
1951-08-01T00:00:00Z,CalCOFI 90.90,3.92
1951-09-01T00:00:00Z,CalCOFI 90.90,NaN
1951-10-01T00:00:00Z,CalCOFI 90.90,NaN
1951-11-01T00:00:00Z,CalCOFI 90.90,NaN
1951-12-01T00:00:00Z,CalCOFI 90.90,NaN
1952-01-01T00:00:00Z,CalCOFI 90.90,NaN
1952-02-01T00:00:00Z,CalCOFI 90.90,5.12
1952-03-01T00:00:00Z,CalCOFI 90.90,5.12
1952-04-01T00:00:00Z,CalCOFI 90.90,4.36
1952-05-01T00:00:00Z,CalCOFI 90.90,5.43
1952-06-01T00:00:00Z,CalCOFI 90.90,4.22
1952-07-01T00:00:00Z,CalCOFI 90.90,3.63
1952-08-01T00:00:00Z,CalCOFI 90.90,NaN
1952-09-01T00:00:00Z,CalCOFI 90.90,NaN
1952-10-01T00:00:00Z,CalCOFI 90.90,NaN
1952-11-01T00:00:00Z,CalCOFI 90.90,NaN
1952-12-01T00:00:00Z,CalCOFI 90.90,NaN
1953-01-01T00:00:00Z,CalCOFI 90.90,3.54
1953-02-01T00:00:00Z,CalCOFI 90.90,NaN
1953-03-01T00:00:00Z,CalCOFI 90.90,3.92
1953-04-01T00:00:00Z,CalCOFI 90.90,4.27
1953-05-01T00:00:00Z,CalCOFI 90.90,4.06
1953-06-01T00:00:00Z,CalCOFI 90.90,NaN
1953-07-01T00:00:00Z,CalCOFI 90.90,NaN
1953-08-01T00:00:00Z,CalCOFI 90.90,NaN
1953-09-01T00:00:00Z,CalCOFI 90.90,NaN
1953-10-01T00:00:00Z,CalCOFI 90.90,NaN
1953-11-01T00:00:00Z,CalCOFI 90.90,NaN
1953-12-01T00:00:00Z,CalCOFI 90.90,NaN
1954-01-01T00:00:00Z,CalCOFI 90.90,NaN
1954-02-01T00:00:00Z,CalCOFI 90.90,NaN
1954-03-01T00:00:00Z,CalCOFI 90.90,NaN
1954-04-01T00:00:00Z,CalCOFI 90.90,NaN
1954-05-01T00:00:00Z,CalCOFI 90.90,NaN
1954-06-01T00:00:00Z,CalCOFI 90.90,NaN
1954-07-01T00:00:00Z,CalCOFI 90.90,NaN
1954-08-01T00:00:00Z,CalCOFI 90.90,NaN
1954-09-01T00:00:00Z,CalCOFI 90.90,NaN
1954-10-01T00:00:00Z,CalCOFI 90.90,NaN
1954-11-01T00:00:00Z,CalCOFI 90.90,NaN
1954-12-01T00:00:00Z,CalCOFI 90.90,NaN
1955-01-01T00:00:00Z,CalCOFI 90.90,NaN
1955-02-01T00:00:00Z,CalCOFI 90.90,NaN
1955-03-01T00:00:00Z,CalCOFI 90.90,NaN
1955-04-01T00:00:00Z,CalCOFI 90.90,3.32
1955-05-01T00:00:00Z,CalCOFI 90.90,NaN
1955-06-01T00:00:00Z,CalCOFI 90.90,NaN
1955-07-01T00:00:00Z,CalCOFI 90.90,NaN
1955-08-01T00:00:00Z,CalCOFI 90.90,NaN
1955-09-01T00:00:00Z,CalCOFI 90.90,3.41
1955-10-01T00:00:00Z,CalCOFI 90.90,3.12
1955-11-01T00:00:00Z,CalCOFI 90.90,NaN
1955-12-01T00:00:00Z,CalCOFI 90.90,NaN
1956-01-01T00:00:00Z,CalCOFI 90.90,NaN
1956-02-01T00:00:00Z,CalCOFI 90.90,NaN
1956-03-01T00:00:00Z,CalCOFI 90.90,NaN
1956-04-01T00:00:00Z,CalCOFI 90.90,2.64
1956-05-01T00:00:00Z,CalCOFI 90.90,NaN
1956-06-01T00:00:00Z,CalCOFI 90.90,3.5
1956-07-01T00:00:00Z,CalCOFI 90.90,NaN
1956-08-01T00:00:00Z,CalCOFI 90.90,NaN
1956-09-01T00:00:00Z,CalCOFI 90.90,NaN
1956-10-01T00:00:00Z,CalCOFI 90.90,NaN
1956-11-01T00:00:00Z,CalCOFI 90.90,NaN
1956-12-01T00:00:00Z,CalCOFI 90.90,NaN
1957-01-01T00:00:00Z,CalCOFI 90.90,NaN
1957-02-01T00:00:00Z,CalCOFI 90.90,NaN
1957-03-01T00:00:00Z,CalCOFI 90.90,NaN
1957-04-01T00:00:00Z,CalCOFI 90.90,2.61
1957-05-01T00:00:00Z,CalCOFI 90.90,NaN
1957-06-01T00:00:00Z,CalCOFI 90.90,NaN
1957-07-01T00:00:00Z,CalCOFI 90.90,4.44
1957-08-01T00:00:00Z,CalCOFI 90.90,NaN
1957-09-01T00:00:00Z,CalCOFI 90.90,NaN
1957-10-01T00:00:00Z,CalCOFI 90.90,3.84
1957-11-01T00:00:00Z,CalCOFI 90.90,NaN
1957-12-01T00:00:00Z,CalCOFI 90.90,NaN
1958-01-01T00:00:00Z,CalCOFI 90.90,NaN
1958-02-01T00:00:00Z,CalCOFI 90.90,4.79
1958-03-01T00:00:00Z,CalCOFI 90.90,4.08
1958-04-01T00:00:00Z,CalCOFI 90.90,NaN
1958-05-01T00:00:00Z,CalCOFI 90.90,NaN
1958-06-01T00:00:00Z,CalCOFI 90.90,3.6
1958-07-01T00:00:00Z,CalCOFI 90.90,4.17
1958-08-01T00:00:00Z,CalCOFI 90.90,NaN
1958-09-01T00:00:00Z,CalCOFI 90.90,NaN
1958-10-01T00:00:00Z,CalCOFI 90.90,4.68
1958-11-01T00:00:00Z,CalCOFI 90.90,NaN
1958-12-01T00:00:00Z,CalCOFI 90.90,NaN
1959-01-01T00:00:00Z,CalCOFI 90.90,NaN
1959-02-01T00:00:00Z,CalCOFI 90.90,3.98
1959-03-01T00:00:00Z,CalCOFI 90.90,NaN
1959-04-01T00:00:00Z,CalCOFI 90.90,4.53
1959-05-01T00:00:00Z,CalCOFI 90.90,4.61
1959-06-01T00:00:00Z,CalCOFI 90.90,NaN
1959-07-01T00:00:00Z,CalCOFI 90.90,3.25
1959-08-01T00:00:00Z,CalCOFI 90.90,3.65
1959-09-01T00:00:00Z,CalCOFI 90.90,3.87
1959-10-01T00:00:00Z,CalCOFI 90.90,3.87
1959-11-01T00:00:00Z,CalCOFI 90.90,NaN
1959-12-01T00:00:00Z,CalCOFI 90.90,4.28
