time,vwnd
2009-01-01T00:00:00Z,-1.1544355
2009-02-01T00:00:00Z,-0.2040179
2009-03-01T00:00:00Z,-0.6290323
2009-04-01T00:00:00Z,-1.2436111
2009-05-01T00:00:00Z,-0.0994624
2009-06-01T00:00:00Z,0.1126389
2009-07-01T00:00:00Z,-0.2522849
2009-08-01T00:00:00Z,-0.596371
2009-09-01T00:00:00Z,0.0938889
2009-10-01T00:00:00Z,-0.4678763
2009-11-01T00:00:00Z,-1.2233334
2009-12-01T00:00:00Z,-0.8869624
2010-01-01T00:00:00Z,-0.2790541
2010-02-01T00:00:00Z,-0.7025298
2010-03-01T00:00:00Z,-1.3623066
2010-04-01T00:00:00Z,-0.6087622
2010-05-01T00:00:00Z,-0.905249
2010-06-01T00:00:00Z,0.4441667
2010-07-01T00:00:00Z,-0.3531629
2010-08-01T00:00:00Z,-0.6307278
2010-09-01T00:00:00Z,-0.4532684
2010-10-01T00:00:00Z,0.2371467
2010-11-01T00:00:00Z,-1.2774373
2010-12-01T00:00:00Z,-0.358871
2011-01-01T00:00:00Z,-0.7518817
2011-02-01T00:00:00Z,-0.0672619
2011-03-01T00:00:00Z,-0.3939353
2011-04-01T00:00:00Z,-1.0151389
2011-05-01T00:00:00Z,-1.1012113
2011-06-01T00:00:00Z,-0.1118056
2011-07-01T00:00:00Z,-0.0196237
2011-08-01T00:00:00Z,-0.7869624
2011-09-01T00:00:00Z,-0.2280556
2011-10-01T00:00:00Z,-0.5133065
2011-11-01T00:00:00Z,-0.2926287
2011-12-01T00:00:00Z,-1.4780324
2012-01-01T00:00:00Z,-0.921159
2012-02-01T00:00:00Z,-0.8234195
2012-03-01T00:00:00Z,-0.654607
2012-11-01T00:00:00Z,0.5766784
2012-12-01T00:00:00Z,-0.6361789
2013-01-01T00:00:00Z,-1.6941497
2013-02-01T00:00:00Z,-1.3276691
2013-03-01T00:00:00Z,-0.2622283
2013-04-01T00:00:00Z,-0.7158192
2013-05-01T00:00:00Z,0.0222524
2013-06-01T00:00:00Z,0.7182841
2013-07-01T00:00:00Z,-0.0129428
2013-08-01T00:00:00Z,-0.0783491
2013-09-01T00:00:00Z,-0.941094
2013-10-01T00:00:00Z,-0.4834008
2013-11-01T00:00:00Z,-1.0546985
2013-12-01T00:00:00Z,-1.1203252
2014-01-01T00:00:00Z,-0.4014885
2014-02-01T00:00:00Z,-0.4696049
2014-03-01T00:00:00Z,-0.3533516
2014-04-01T00:00:00Z,-1.1396601
2014-05-01T00:00:00Z,-1.1136426
2014-06-01T00:00:00Z,-0.0889362
2014-07-01T00:00:00Z,0.0419619
2014-08-01T00:00:00Z,-0.4108815
2014-09-01T00:00:00Z,-1.2428772
2014-10-01T00:00:00Z,0.2971311
2014-11-01T00:00:00Z,-0.8839943
