time,flow_anomaly_1_day_max,Seup,Selo,location
2002-01-01T00:00:00Z,-0.3525357,-0.07386321,-0.63119394,Lower Columbia River
2003-01-01T00:00:00Z,0.24699755,0.5254828,-0.03160668,Lower Columbia River
2004-01-01T00:00:00Z,-0.4305877,-0.15160233,-0.70989174,Lower Columbia River
2005-01-01T00:00:00Z,-0.675025,-0.39637348,-0.95367944,Lower Columbia River
2006-01-01T00:00:00Z,0.092615835,0.37117147,-0.18602642,Lower Columbia River
2007-01-01T00:00:00Z,1.1753062,1.453995,0.8967299,Lower Columbia River
2008-01-01T00:00:00Z,-0.22976089,0.048884105,-0.5083978,Lower Columbia River
2009-01-01T00:00:00Z,0.8810868,1.1595517,0.60238504,Lower Columbia River
2010-01-01T00:00:00Z,-0.9742215,-0.6958708,-1.2529991,Lower Columbia River
2011-01-01T00:00:00Z,0.7237755,1.0025573,0.4445195,Lower Columbia River
2012-01-01T00:00:00Z,-0.16801286,0.11033046,-0.44683042,Lower Columbia River
2013-01-01T00:00:00Z,-0.5172198,-0.23858365,-0.79583275,Lower Columbia River
2014-01-01T00:00:00Z,-0.21024808,0.06814135,-0.4890061,Lower Columbia River
2015-01-01T00:00:00Z,-0.3377944,-0.05920694,-0.61652064,Lower Columbia River
2016-01-01T00:00:00Z,0.595884,0.8747343,0.31728786,Lower Columbia River
2017-01-01T00:00:00Z,-0.37984025,-0.10132447,-0.6584478,Lower Columbia River
2018-01-01T00:00:00Z,-0.26803276,0.010431828,-0.5466707,Lower Columbia River
1981-01-01T00:00:00Z,0.3413138,0.7182302,-0.036448985,Upper Columbia Spring
1982-01-01T00:00:00Z,0.33192626,0.70880646,-0.045515124,Upper Columbia Spring
1983-01-01T00:00:00Z,0.97991776,1.3571588,0.6027002,Upper Columbia Spring
1984-01-01T00:00:00Z,-0.1867042,0.19039382,-0.56392175,Upper Columbia Spring
1985-01-01T00:00:00Z,-0.6621743,-0.28515822,-1.0394273,Upper Columbia Spring
1986-01-01T00:00:00Z,0.76376736,1.14069,0.38642165,Upper Columbia Spring
1987-01-01T00:00:00Z,-0.2705193,0.10641457,-0.64784217,Upper Columbia Spring
1988-01-01T00:00:00Z,-0.85413104,-0.47713843,-1.2313955,Upper Columbia Spring
1989-01-01T00:00:00Z,-0.76264775,-0.38555926,-1.1398697,Upper Columbia Spring
1990-01-01T00:00:00Z,-0.37590158,0.001417835,-0.75310034,Upper Columbia Spring
1991-01-01T00:00:00Z,1.1362687,1.5148251,0.7586049,Upper Columbia Spring
1992-01-01T00:00:00Z,-1.1503661,-0.7734925,-1.52787,Upper Columbia Spring
1993-01-01T00:00:00Z,-0.16034865,0.21663336,-0.53762025,Upper Columbia Spring
