time,flow_anomaly_7_day_min,Seup,Selo,location
2018-01-01T00:00:00Z,-0.05037511,0.28854725,-0.38968775,OR & N CA Coast
2019-01-01T00:00:00Z,0.04723154,0.38679188,-0.29262295,OR & N CA Coast
2020-01-01T00:00:00Z,-0.03543199,0.30560648,-0.3755443,OR & N CA Coast
1981-01-01T00:00:00Z,0.2708039,0.5939222,-0.05314236,S CA Bight
1982-01-01T00:00:00Z,0.22411485,0.5489003,-0.09870557,S CA Bight
1983-01-01T00:00:00Z,0.69123137,1.017006,0.3685149,S CA Bight
1984-01-01T00:00:00Z,0.62594897,0.95522624,0.30237082,S CA Bight
1985-01-01T00:00:00Z,-0.042115975,0.2806269,-0.3669154,S CA Bight
1986-01-01T00:00:00Z,-0.0059617,0.31688595,-0.33041438,S CA Bight
1987-01-01T00:00:00Z,-0.04931917,0.27395272,-0.37300497,S CA Bight
1988-01-01T00:00:00Z,-0.101435155,0.22130635,-0.42616814,S CA Bight
1989-01-01T00:00:00Z,-0.25416762,0.06844381,-0.5797091,S CA Bight
1990-01-01T00:00:00Z,-0.33245096,-0.0097522335,-0.65958565,S CA Bight
1991-01-01T00:00:00Z,-0.38394508,-0.061306033,-0.70918244,S CA Bight
1992-01-01T00:00:00Z,-0.21975067,0.10312287,-0.5441005,S CA Bight
1993-01-01T00:00:00Z,0.0013229558,0.32812327,-0.32477382,S CA Bight
1994-01-01T00:00:00Z,-0.16683795,0.15623291,-0.49080136,S CA Bight
1995-01-01T00:00:00Z,0.23763096,0.56337935,-0.088309415,S CA Bight
1996-01-01T00:00:00Z,0.09446121,0.4179491,-0.22901346,S CA Bight
1997-01-01T00:00:00Z,-0.072358035,0.25029877,-0.39754516,S CA Bight
1998-01-01T00:00:00Z,0.34463522,0.67071784,0.01790115,S CA Bight
1999-01-01T00:00:00Z,0.48983622,0.8143079,0.16693102,S CA Bight
2000-01-01T00:00:00Z,-0.005487843,0.32022947,-0.33134103,S CA Bight
2001-01-01T00:00:00Z,0.3221414,0.6482961,-0.0033700517,S CA Bight
2002-01-01T00:00:00Z,-0.027129585,0.29783162,-0.35603747,S CA Bight
2003-01-01T00:00:00Z,-0.18179208,0.14306979,-0.50919604,S CA Bight
2004-01-01T00:00:00Z,-0.16533108,0.15732725,-0.49049592,S CA Bight
2005-01-01T00:00:00Z,0.22203407,0.54478645,-0.10268903,S CA Bight
2006-01-01T00:00:00Z,0.8758562,1.1994126,0.55245477,S CA Bight
2007-01-01T00:00:00Z,-0.060983907,0.26165736,-0.38621482,S CA Bight
2008-01-01T00:00:00Z,-0.01415861,0.30877912,-0.3383647,S CA Bight
2009-01-01T00:00:00Z,0.004630846,0.32870963,-0.31846946,S CA Bight
2010-01-01T00:00:00Z,-0.09663908,0.22719972,-0.41983384,S CA Bight
2011-01-01T00:00:00Z,0.5951498,0.9221984,0.27230415,S CA Bight
2012-01-01T00:00:00Z,-0.11433278,0.21026605,-0.4372093,S CA Bight
2013-01-01T00:00:00Z,-0.303348,0.020421848,-0.6265988,S CA Bight
2014-01-01T00:00:00Z,-0.39123413,-0.06790094,-0.71487045,S CA Bight
2015-01-01T00:00:00Z,-0.449531,-0.12607668,-0.773041,S CA Bight
2016-01-01T00:00:00Z,-0.43578607,-0.11270778,-0.75974214,S CA Bight
2017-01-01T00:00:00Z,-0.34914804,-0.025187021,-0.67227364,S CA Bight
2018-01-01T00:00:00Z,-0.4053706,-0.08168469,-0.72867805,S CA Bight
2019-01-01T00:00:00Z,-0.3106229,0.013706612,-0.6335801,S CA Bight
2020-01-01T00:00:00Z,-0.16934776,0.15638341,-0.49338537,S CA Bight
1981-01-01T00:00:00Z,-0.41070864,-0.13740577,-0.6852595,Sacramento - San Joaquin
1982-01-01T00:00:00Z,0.13151436,0.40646145,-0.14188781,Sacramento - San Joaquin
1983-01-01T00:00:00Z,1.7744641,2.0481687,1.4966174,Sacramento - San Joaquin
1984-01-01T00:00:00Z,0.7775762,1.056152,0.5023371,Sacramento - San Joaquin
1985-01-01T00:00:00Z,0.0960921,0.37039942,-0.17739101,Sacramento - San Joaquin
1986-01-01T00:00:00Z,0.17587726,0.45113137,-0.0973061,Sacramento - San Joaquin
1987-01-01T00:00:00Z,-0.28238526,-0.008869059,-0.5569691,Sacramento - San Joaquin
1988-01-01T00:00:00Z,-0.509118,-0.23536488,-0.7829314,Sacramento - San Joaquin
1989-01-01T00:00:00Z,-0.5631112,-0.28944424,-0.83772516,Sacramento - San Joaquin
1990-01-01T00:00:00Z,-0.46328825,-0.18983585,-0.73746544,Sacramento - San Joaquin
1991-01-01T00:00:00Z,-0.67670697,-0.40340364,-0.95118195,Sacramento - San Joaquin
1992-01-01T00:00:00Z,-0.56747776,-0.293688,-0.84147775,Sacramento - San Joaquin
1993-01-01T00:00:00Z,-0.36441296,-0.089609265,-0.6377232,Sacramento - San Joaquin
1994-01-01T00:00:00Z,-0.5343966,-0.26097947,-0.80871135,Sacramento - San Joaquin
1995-01-01T00:00:00Z,-0.091722,0.1873118,-0.36635873,Sacramento - San Joaquin
1996-01-01T00:00:00Z,0.47484797,0.7493782,0.20148431,Sacramento - San Joaquin
1997-01-01T00:00:00Z,0.50740445,0.7823904,0.23279715,Sacramento - San Joaquin
1998-01-01T00:00:00Z,0.8668721,1.1409855,0.5922113,Sacramento - San Joaquin
1999-01-01T00:00:00Z,0.9160748,1.191261,0.63919246,Sacramento - San Joaquin
2000-01-01T00:00:00Z,0.45340666,0.72780216,0.17760298,Sacramento - San Joaquin
2001-01-01T00:00:00Z,-0.13783701,0.1352923,-0.4131522,Sacramento - San Joaquin
2002-01-01T00:00:00Z,-0.17569,0.09770702,-0.45008495,Sacramento - San Joaquin
2003-01-01T00:00:00Z,-0.13336168,0.14030036,-0.40936777,Sacramento - San Joaquin
2004-01-01T00:00:00Z,-0.00791096,0.26536638,-0.28268987,Sacramento - San Joaquin
2005-01-01T00:00:00Z,0.10022588,0.37397262,-0.1744129,Sacramento - San Joaquin
2006-01-01T00:00:00Z,0.783895,1.0579668,0.509895,Sacramento - San Joaquin
2007-01-01T00:00:00Z,-0.17079099,0.10226885,-0.44608787,Sacramento - San Joaquin
2008-01-01T00:00:00Z,-0.2963613,-0.023142682,-0.57188785,Sacramento - San Joaquin
2009-01-01T00:00:00Z,-0.3416402,-0.06846016,-0.61638874,Sacramento - San Joaquin
2010-01-01T00:00:00Z,-0.10290802,0.17027842,-0.37776867,Sacramento - San Joaquin
2011-01-01T00:00:00Z,0.745569,1.0211341,0.47195867,Sacramento - San Joaquin
2012-01-01T00:00:00Z,-0.0554869,0.21767369,-0.3311147,Sacramento - San Joaquin
2013-01-01T00:00:00Z,-0.13801709,0.13588695,-0.41190994,Sacramento - San Joaquin
2014-01-01T00:00:00Z,-0.6041056,-0.33067107,-0.87849456,Sacramento - San Joaquin
2015-01-01T00:00:00Z,-0.6530337,-0.3785775,-0.92764693,Sacramento - San Joaquin
2016-01-01T00:00:00Z,-0.5002372,-0.22615986,-0.774321,Sacramento - San Joaquin
2017-01-01T00:00:00Z,0.11587735,0.39046162,-0.15778616,Sacramento - San Joaquin
2018-01-01T00:00:00Z,-0.101088926,0.17320421,-0.37476394,Sacramento - San Joaquin
2019-01-01T00:00:00Z,0.13856778,0.41433132,-0.13504419,Sacramento - San Joaquin
2020-01-01T00:00:00Z,-0.17444418,0.101740316,-0.45107305,Sacramento - San Joaquin
1981-01-01T00:00:00Z,0.17118688,0.53172976,-0.18895812,Salish Sea & WA Coast
1982-01-01T00:00:00Z,0.66668445,1.0274376,0.30502626,Salish Sea & WA Coast
1983-01-01T00:00:00Z,1.5113257,1.8737503,1.1514109,Salish Sea & WA Coast
1984-01-01T00:00:00Z,0.18710293,0.54847324,-0.18525316,Salish Sea & WA Coast
1985-01-01T00:00:00Z,0.014985032,0.37513545,-0.3466749,Salish Sea & WA Coast
1986-01-01T00:00:00Z,-0.2919702,0.06992037,-0.6523743,Salish Sea & WA Coast
1987-01-01T00:00:00Z,-0.65799415,-0.29457322,-1.0177941,Salish Sea & WA Coast
1988-01-01T00:00:00Z,-1.1403931,-0.7810067,-1.5028158,Salish Sea & WA Coast
1989-01-01T00:00:00Z,-0.06277906,0.30253404,-0.42182332,Salish Sea & WA Coast
1990-01-01T00:00:00Z,-0.2778034,0.08418759,-0.6372624,Salish Sea & WA Coast
1991-01-01T00:00:00Z,0.9105236,1.2819294,0.55035484,Salish Sea & WA Coast
1992-01-01T00:00:00Z,-0.64030755,-0.27716818,-0.999374,Salish Sea & WA Coast
